Z_PK,Z_ENT,Z_OPT,Z3RECRRINTERVALS,Z_FOK_3RECRRINTERVALS,ZABSVALUEPREV,ZTIMESTAMP,ZVALUE
501,5,1,1,548864,481817.0,502544928.154067,797.0
502,5,1,1,546816,480188.0,502544926.657722,825.0
503,5,1,1,544768,478422.0,502544924.662153,1024.0
504,5,1,1,542720,476337.0,502544920.672047,906.0
505,5,1,1,540672,474332.0,502544919.175523,939.0
506,5,1,1,538624,472370.0,502544916.681835,1141.0
507,5,1,1,536576,470131.0,502544914.686591,1117.0
508,5,1,1,534528,468035.0,502544913.190274,916.0
509,5,1,1,532480,466175.0,502544910.696412,913.0
510,5,1,1,530432,464173.0,502544909.200628,1095.0
511,5,1,1,528384,462007.0,502544906.706223,1006.0
512,5,1,1,526336,460050.0,502544904.711033,1058.0
513,5,1,1,524288,457919.0,502544901.719663,967.0
514,5,1,1,522240,456032.0,502544901.718655,917.0
515,5,1,1,520192,454111.0,502544898.726325,1028.0
516,5,1,1,518144,452066.0,502544896.231903,958.0
517,5,1,1,516096,450216.0,502544894.237458,845.0
518,5,1,1,514048,448325.0,502544892.24166,1046.0
519,5,1,1,512000,446210.0,502544890.246505,1210.0
520,5,1,1,509952,443894.0,502544887.752694,1060.0
521,5,1,1,562176,494845.0,502544945.610867,894.0
522,5,1,1,560128,493083.0,502544943.117006,915.0
523,5,1,1,558080,491170.0,502544941.621031,1018.0
524,5,1,1,556032,489019.0,502544939.126739,1060.0
525,5,1,1,553984,487047.0,502544935.136474,859.0
526,5,1,1,551936,485214.0,502544933.141446,1060.0
527,5,1,1,549888,483003.0,502544931.146413,1186.0
528,5,1,1,547840,481020.0,502544927.155871,832.0
529,5,1,1,545792,479363.0,502544925.660703,941.0
530,5,1,1,543744,477398.0,502544924.163441,1061.0
531,5,1,1,541696,475431.0,502544919.674303,1099.0
532,5,1,1,539648,473393.0,502544917.679391,1023.0
533,5,1,1,537600,471229.0,502544915.684298,1098.0
534,5,1,1,535552,469014.0,502544913.689105,979.0
535,5,1,1,533504,467119.0,502544911.694271,944.0
536,5,1,1,531456,465262.0,502544909.698932,1089.0
537,5,1,1,529408,463078.0,502544907.703773,1071.0
538,5,1,1,527360,461001.0,502544905.708729,951.0
539,5,1,1,525312,458992.0,502544903.713522,1073.0
540,5,1,1,523264,456952.0,502544901.718672,920.0
541,5,1,1,521216,455115.0,502544899.72341,1004.0
542,5,1,1,519168,453083.0,502544897.728297,1017.0
543,5,1,1,517120,451108.0,502544895.234319,892.0
544,5,1,1,515072,449371.0,502544893.240088,1046.0
545,5,1,1,513024,447279.0,502544891.243965,1069.0
546,5,1,1,510976,445000.0,502544889.747736,1106.0
547,5,1,1,508928,442834.0,502544886.756498,1058.0
548,5,1,1,507904,441776.0,502544886.755318,1084.0
549,5,1,1,587776,519760.0,502544973.542333,1258.0
550,5,1,1,614400,547890.0,502545002.97001,980.0
551,5,1,1,616448,549712.0,502545003.468565,874.0
552,5,1,1,610304,543775.0,502544997.982293,1007.0
553,5,1,1,612352,545874.0,502545000.476095,1029.0
554,5,1,1,606208,539656.0,502544992.994381,1084.0
555,5,1,1,608256,541674.0,502544994.989636,979.0
556,5,1,1,602112,535186.0,502544989.004153,1187.0
557,5,1,1,604160,537476.0,502544990.99927,1159.0
558,5,1,1,598016,530635.0,502544984.517442,1089.0
559,5,1,1,600064,532900.0,502544987.009559,1113.0
560,5,1,1,593920,526298.0,502544980.026443,1089.0
561,5,1,1,595968,528442.0,502544982.021454,1086.0
562,5,1,1,589824,522028.0,502544976.036248,1071.0
563,5,1,1,591872,524163.0,502544978.031877,1092.0
564,5,1,1,585728,517420.0,502544971.048479,987.0
565,5,1,1,583680,515299.0,502544969.553228,1134.0
566,5,1,1,581632,513256.0,502544965.561755,1064.0
567,5,1,1,579584,511154.0,502544963.566839,1125.0
568,5,1,1,577536,508994.0,502544959.576537,975.0
569,5,1,1,575488,507194.0,502544957.582825,875.0
570,5,1,1,573440,505348.0,502544957.581749,1079.0
571,5,1,1,571392,503263.0,502544953.591381,916.0
572,5,1,1,569344,501371.0,502544952.593734,955.0
573,5,1,1,567296,499503.0,502544951.097328,916.0
574,5,1,1,565248,497660.0,502544948.603528,978.0
575,5,1,1,617472,550640.0,502545004.466399,928.0
576,5,1,1,613376,546910.0,502545001.473418,1036.0
577,5,1,1,609280,542768.0,502544996.984592,1094.0
578,5,1,1,615424,548838.0,502545003.468548,948.0
579,5,1,1,605184,538572.0,502544991.996975,1096.0
580,5,1,1,611328,544845.0,502544998.980428,1070.0
581,5,1,1,601088,533999.0,502544988.006776,1099.0
582,5,1,1,607232,540695.0,502544993.992046,1039.0
583,5,1,1,596992,529546.0,502544984.516367,1104.0
584,5,1,1,603136,536317.0,502544990.001637,1131.0
585,5,1,1,592896,525209.0,502544979.029155,1046.0
586,5,1,1,599040,531787.0,502544986.011579,1152.0
587,5,1,1,588800,520957.0,502544975.538057,1197.0
588,5,1,1,594944,527356.0,502544981.522895,1058.0
589,5,1,1,590848,523071.0,502544977.033989,1043.0
590,5,1,1,586752,518502.0,502544972.544647,1082.0
591,5,1,1,584704,516433.0,502544970.549572,1134.0
592,5,1,1,582656,514165.0,502544966.559243,909.0
593,5,1,1,580608,512192.0,502544965.063282,1038.0
594,5,1,1,578560,510029.0,502544961.590749,1035.0
595,5,1,1,576512,508019.0,502544959.077753,825.0
596,5,1,1,574464,506319.0,502544957.58281,971.0
597,5,1,1,572416,504269.0,502544954.589278,1006.0
598,5,1,1,570368,502347.0,502544953.591363,976.0
599,5,1,1,568320,500416.0,502544951.59916,913.0
600,5,1,1,566272,498587.0,502544949.601068,927.0
601,5,1,1,564224,496682.0,502544947.605816,877.0
602,5,1,1,563200,495805.0,502544946.109346,960.0
603,5,1,1,648192,581719.0,502545036.886595,982.0
604,5,1,1,646144,579648.0,502545034.891572,1095.0
605,5,1,1,644096,577636.0,502545032.896547,834.0
606,5,1,1,642048,575898.0,502545031.400614,864.0
607,5,1,1,640000,574179.0,502545028.906352,919.0
608,5,1,1,637952,572318.0,502545026.911887,883.0
609,5,1,1,635904,570454.0,502545025.414829,1016.0
610,5,1,1,633856,568465.0,502545022.920907,1064.0
611,5,1,1,631808,566334.0,502545021.42466,1008.0
612,5,1,1,629760,564238.0,502545018.930826,1110.0
613,5,1,1,627712,562077.0,502545016.935611,1099.0
614,5,1,1,625664,559773.0,502545014.940501,1179.0
615,5,1,1,623616,557435.0,502545012.446846,1173.0
616,5,1,1,621568,555125.0,502545009.954043,1138.0
617,5,1,1,619520,552890.0,502545008.456595,1091.0
618,5,1,1,618496,551799.0,502545007.471508,1159.0
619,5,1,1,673792,605884.0,502545064.818083,981.0
620,5,1,1,671744,603956.0,502545062.822972,1036.0
621,5,1,1,669696,602046.0,502545059.831647,775.0
622,5,1,1,667648,600489.0,502545059.83058,819.0
623,5,1,1,665600,598654.0,502545055.840158,1145.0
624,5,1,1,663552,596499.0,502545051.849963,1053.0
625,5,1,1,661504,594390.0,502545048.857276,1128.0
626,5,1,1,659456,592164.0,502545047.360953,1010.0
627,5,1,1,657408,590105.0,502545044.867113,1071.0
628,5,1,1,655360,587979.0,502545042.872105,882.0
629,5,1,1,653312,586275.0,502545040.876889,807.0
630,5,1,1,651264,584587.0,502545040.378105,929.0
631,5,1,1,649216,582737.0,502545037.88481,1018.0
632,5,1,1,647168,580737.0,502545035.889115,1089.0
633,5,1,1,645120,578553.0,502545033.894532,917.0
634,5,1,1,643072,576802.0,502545032.397813,904.0
635,5,1,1,641024,575034.0,502545029.904366,855.0
636,5,1,1,638976,573260.0,502545027.908744,942.0
637,5,1,1,636928,571435.0,502545025.913577,981.0
638,5,1,1,634880,569438.0,502545024.418293,973.0
639,5,1,1,632832,567401.0,502545021.923342,1067.0
640,5,1,1,630784,565326.0,502545020.42709,1088.0
641,5,1,1,628736,563128.0,502545017.933669,1051.0
642,5,1,1,626688,560978.0,502545016.436993,1205.0
643,5,1,1,624640,558594.0,502545013.943408,1159.0
644,5,1,1,622592,556262.0,502545010.950315,1137.0
645,5,1,1,620544,553987.0,502545009.953008,1097.0
646,5,1,1,672768,604903.0,502545063.821093,947.0
647,5,1,1,670720,602920.0,502545060.828755,874.0
648,5,1,1,668672,601271.0,502545059.830599,782.0
649,5,1,1,666624,599670.0,502545057.83596,1016.0
650,5,1,1,664576,597509.0,502545053.34634,1010.0
651,5,1,1,662528,595446.0,502545049.854911,1056.0
652,5,1,1,660480,593262.0,502545047.859858,1098.0
653,5,1,1,658432,591154.0,502545045.865142,1049.0
654,5,1,1,656384,589034.0,502545043.869635,1055.0
655,5,1,1,654336,587097.0,502545041.875037,822.0
656,5,1,1,652288,585468.0,502545040.378123,881.0
657,5,1,1,650240,583658.0,502545038.881864,921.0
658,5,1,1,726016,656977.0,502545115.693244,890.0
659,5,1,1,691200,622658.0,502545082.275241,1093.0
660,5,1,1,704512,636035.0,502545094.24571,1058.0
661,5,1,1,717824,649165.0,502545107.712856,832.0
662,5,1,1,683008,614413.0,502545073.796258,1070.0
663,5,1,1,696320,627715.0,502545087.263177,1068.0
664,5,1,1,709632,641559.0,502545100.729931,1084.0
665,5,1,1,722944,654259.0,502545114.19705,1056.0
666,5,1,1,688128,619406.0,502545079.28254,946.0
667,5,1,1,701440,632859.0,502545091.753008,958.0
668,5,1,1,714752,646371.0,502545106.21641,985.0
669,5,1,1,679936,611226.0,502545071.303457,1006.0
670,5,1,1,728064,658950.0,502545117.688265,1025.0
671,5,1,1,693248,624681.0,502545083.771961,991.0
672,5,1,1,706560,638209.0,502545098.236225,1159.0
673,5,1,1,719872,650958.0,502545109.708779,960.0
674,5,1,1,685056,616480.0,502545075.791086,1006.0
675,5,1,1,731136,662068.0,502545120.680958,967.0
676,5,1,1,698368,629826.0,502545088.260563,1121.0
677,5,1,1,733184,664264.0,502545124.671309,1065.0
678,5,1,1,711680,643496.0,502545103.223928,953.0
679,5,1,1,676864,608500.0,502545067.810776,810.0
680,5,1,1,724992,656087.0,502545115.195242,905.0
681,5,1,1,690176,621565.0,502545080.779876,1148.0
682,5,1,1,703488,634977.0,502545093.248419,1063.0
683,5,1,1,716800,648333.0,502545107.712838,963.0
684,5,1,1,681984,613343.0,502545072.799174,1019.0
685,5,1,1,695296,626647.0,502545086.265409,946.0
686,5,1,1,708608,640475.0,502545099.732911,1109.0
687,5,1,1,674816,606843.0,502545065.815655,959.0
688,5,1,1,721920,653203.0,502545112.700384,1099.0
689,5,1,1,687104,618460.0,502545077.786423,992.0
690,5,1,1,700416,631901.0,502545090.257045,1055.0
691,5,1,1,713728,645386.0,502545104.721006,934.0
692,5,1,1,678912,610220.0,502545069.805854,923.0
693,5,1,1,727040,657925.0,502545116.691221,948.0
694,5,1,1,692224,623690.0,502545082.774926,1032.0
695,5,1,1,705536,637050.0,502545095.742725,1015.0
696,5,1,1,718848,649998.0,502545108.710319,833.0
697,5,1,1,684032,615474.0,502545075.292394,1061.0
698,5,1,1,697344,628705.0,502545087.264294,990.0
699,5,1,1,710656,642543.0,502545102.226405,984.0
700,5,1,1,675840,607690.0,502545067.312452,847.0
701,5,1,1,723968,655182.0,502545114.197143,923.0
702,5,1,1,689152,620417.0,502545079.78133,1011.0
703,5,1,1,702464,633914.0,502545092.250518,1055.0
704,5,1,1,715776,647370.0,502545106.715853,999.0
705,5,1,1,680960,612324.0,502545071.80102,1098.0
706,5,1,1,730112,661101.0,502545119.687752,1165.0
707,5,1,1,729088,659936.0,502545118.68579,986.0
708,5,1,1,694272,625701.0,502545084.769923,1020.0
709,5,1,1,732160,663199.0,502545123.67419,1131.0
710,5,1,1,707584,639366.0,502545098.734739,1157.0
711,5,1,1,720896,652104.0,502545111.203981,1146.0
712,5,1,1,686080,617468.0,502545076.789407,988.0
713,5,1,1,699392,630846.0,502545089.258091,1020.0
714,5,1,1,712704,644452.0,502545103.722643,956.0
715,5,1,1,677888,609297.0,502545068.80822,797.0
716,5,1,1,736256,667343.0,502545127.664487,1048.0
717,5,1,1,768000,701355.0,502545161.58244,1126.0
718,5,1,1,790528,723822.0,502545184.98522,851.0
719,5,1,1,788480,722006.0,502545182.989664,878.0
720,5,1,1,786432,720148.0,502545180.994516,969.0
721,5,1,1,784384,718131.0,502545179.000252,1067.0
722,5,1,1,782336,715955.0,502545177.038567,993.0
723,5,1,1,780288,713932.0,502545175.009455,915.0
724,5,1,1,778240,712035.0,502545173.022508,996.0
725,5,1,1,776192,710000.0,502545170.041477,1064.0
726,5,1,1,774144,707930.0,502545167.061044,1160.0
727,5,1,1,772096,705530.0,502545165.570485,1073.0
728,5,1,1,770048,703512.0,502545163.57554,1083.0
729,5,1,1,763904,696804.0,502545157.091585,1088.0
730,5,1,1,765952,699126.0,502545159.585394,1129.0
731,5,1,1,761856,694580.0,502545154.598356,1139.0
732,5,1,1,759808,692262.0,502545152.602661,1072.0
733,5,1,1,757760,690212.0,502545150.607915,1024.0
734,5,1,1,755712,688129.0,502545148.61257,1062.0
735,5,1,1,753664,685996.0,502545146.119066,986.0
736,5,1,1,751616,684089.0,502545144.123445,1081.0
737,5,1,1,749568,681832.0,502545141.131058,1180.0
738,5,1,1,747520,679611.0,502545139.136632,1073.0
739,5,1,1,745472,677476.0,502545137.140288,1131.0
740,5,1,1,743424,675238.0,502545135.644331,1212.0
741,5,1,1,741376,672816.0,502545132.152774,1270.0
742,5,1,1,739328,670417.0,502545130.157791,1061.0
743,5,1,1,737280,668420.0,502545128.661322,1077.0
744,5,1,1,735232,666295.0,502545126.66658,943.0
745,5,1,1,734208,665352.0,502545126.167999,1088.0
746,5,1,1,789504,722971.0,502545183.987085,965.0
747,5,1,1,787456,721128.0,502545182.490849,980.0
748,5,1,1,785408,719179.0,502545179.996868,1048.0
749,5,1,1,783360,717064.0,502545178.500512,1109.0
750,5,1,1,781312,714962.0,502545176.008607,1030.0
751,5,1,1,779264,713017.0,502545174.512761,982.0
752,5,1,1,777216,711039.0,502545172.525491,1039.0
753,5,1,1,775168,708936.0,502545168.054446,1006.0
754,5,1,1,773120,706770.0,502545166.567057,1240.0
755,5,1,1,771072,704457.0,502545165.072027,945.0
756,5,1,1,769024,702429.0,502545162.578242,1074.0
757,5,1,1,766976,700229.0,502545161.081809,1103.0
758,5,1,1,764928,697997.0,502545158.588459,1193.0
759,5,1,1,762880,695716.0,502545155.595382,1136.0
760,5,1,1,760832,693441.0,502545153.600257,1179.0
761,5,1,1,758784,691190.0,502545151.609747,978.0
762,5,1,1,756736,689188.0,502545149.610922,1059.0
763,5,1,1,754688,687067.0,502545147.614992,1071.0
764,5,1,1,752640,685010.0,502545145.121552,921.0
765,5,1,1,750592,683008.0,502545143.624801,1176.0
766,5,1,1,748544,680652.0,502545140.133274,1041.0
767,5,1,1,746496,678538.0,502545138.16347,1062.0
768,5,1,1,744448,676345.0,502545136.142891,1107.0
769,5,1,1,742400,674026.0,502545134.14799,1210.0
770,5,1,1,740352,671546.0,502545131.155328,1129.0
771,5,1,1,738304,669356.0,502545129.160009,936.0
772,5,1,1,845824,782241.0,502545243.840929,1089.0
773,5,1,1,843776,780126.0,502545241.845362,1122.0
774,5,1,1,841728,777937.0,502545240.3489,1120.0
775,5,1,1,839680,775725.0,502545237.85486,1140.0
776,5,1,1,837632,773420.0,502545236.358947,1046.0
777,5,1,1,835584,771192.0,502545232.867027,1002.0
778,5,1,1,833536,769062.0,502545230.872165,1000.0
779,5,1,1,831488,766978.0,502545229.376432,1052.0
780,5,1,1,829440,764808.0,502545226.882413,1153.0
781,5,1,1,827392,762539.0,502545224.886608,1163.0
782,5,1,1,825344,760373.0,502545222.891854,987.0
783,5,1,1,823296,758460.0,502545220.896506,1080.0
784,5,1,1,821248,756249.0,502545217.40513,1002.0
785,5,1,1,819200,754218.0,502545214.911166,907.0
786,5,1,1,817152,752231.0,502545212.916081,1132.0
787,5,1,1,815104,749971.0,502545210.921016,1149.0
788,5,1,1,813056,747647.0,502545208.92586,1006.0
789,5,1,1,811008,745550.0,502545206.930813,1085.0
790,5,1,1,808960,743360.0,502545204.442837,1135.0
791,5,1,1,806912,741096.0,502545202.940554,1182.0
792,5,1,1,804864,738745.0,502545200.455773,1200.0
793,5,1,1,802816,736384.0,502545196.955873,1165.0
794,5,1,1,800768,734164.0,502545194.960378,1103.0
795,5,1,1,798720,731947.0,502545192.965023,1000.0
796,5,1,1,796672,729912.0,502545190.970036,1025.0
797,5,1,1,794624,727882.0,502545188.975438,1058.0
798,5,1,1,792576,725823.0,502545186.979727,1005.0
799,5,1,1,791552,724818.0,502545186.480773,996.0
800,5,1,1,834560,770190.0,502545231.870224,1128.0
801,5,1,1,846848,783239.0,502545245.336498,998.0
802,5,1,1,844800,781152.0,502545242.842768,1026.0
803,5,1,1,842752,779004.0,502545240.847694,1067.0
804,5,1,1,840704,776817.0,502545238.852432,1092.0
805,5,1,1,838656,774585.0,502545236.857195,1165.0
806,5,1,1,836608,772374.0,502545234.862913,1182.0
807,5,1,1,830464,765926.0,502545227.879285,1118.0
808,5,1,1,832512,768062.0,502545229.876905,1084.0
809,5,1,1,826368,761376.0,502545223.889601,1003.0
810,5,1,1,828416,763655.0,502545225.884276,1116.0
811,5,1,1,822272,757380.0,502545219.899563,1131.0
812,5,1,1,824320,759386.0,502545221.894038,926.0
813,5,1,1,820224,755247.0,502545215.909339,1029.0
814,5,1,1,818176,753311.0,502545213.913945,1080.0
815,5,1,1,816128,751099.0,502545211.918558,1128.0
816,5,1,1,814080,748822.0,502545209.923436,1175.0
817,5,1,1,812032,746641.0,502545208.426868,1091.0
818,5,1,1,809984,744465.0,502545205.434423,1105.0
819,5,1,1,807936,742225.0,502545203.439255,1129.0
820,5,1,1,805888,739914.0,502545201.462934,1169.0
821,5,1,1,803840,737545.0,502545198.951464,1161.0
822,5,1,1,801792,735219.0,502545195.957702,1055.0
823,5,1,1,799744,733061.0,502545193.962584,1114.0
824,5,1,1,797696,730947.0,502545191.967603,1035.0
825,5,1,1,795648,728887.0,502545190.471194,1005.0
826,5,1,1,793600,726824.0,502545187.977255,1001.0
827,5,1,1,903168,838570.0,502545304.191975,1156.0
828,5,1,1,901120,836279.0,502545301.733055,1176.0
829,5,1,1,899072,833952.0,502545299.204931,1198.0
830,5,1,1,897024,831594.0,502545296.211824,1117.0
831,5,1,1,894976,829387.0,502545294.216674,981.0
832,5,1,1,892928,827379.0,502545292.223337,982.0
833,5,1,1,890880,825471.0,502545290.725008,946.0
834,5,1,1,888832,823564.0,502545289.727954,941.0
835,5,1,1,886784,821704.0,502545286.734845,864.0
836,5,1,1,884736,819836.0,502545285.737323,1096.0
837,5,1,1,882688,817470.0,502545280.749643,1158.0
838,5,1,1,880640,815168.0,502545277.756914,1275.0
839,5,1,1,878592,812637.0,502545276.260627,1129.0
840,5,1,1,876544,810304.0,502545272.769297,1129.0
841,5,1,1,874496,807967.0,502545271.272863,1208.0
842,5,1,1,872448,805459.0,502545268.779066,1118.0
843,5,1,1,870400,803256.0,502545265.786523,1052.0
844,5,1,1,868352,801040.0,502545263.792036,981.0
845,5,1,1,866304,799226.0,502545261.797979,872.0
846,5,1,1,864256,797493.0,502545261.796426,832.0
847,5,1,1,862208,795804.0,502545258.803536,883.0
848,5,1,1,860160,794141.0,502545256.808455,788.0
849,5,1,1,858112,792567.0,502545255.810796,762.0
850,5,1,1,856064,791041.0,502545252.818394,800.0
851,5,1,1,854016,789428.0,502545251.820714,808.0
852,5,1,1,851968,787816.0,502545249.825465,819.0
853,5,1,1,849920,786175.0,502545247.842513,855.0
854,5,1,1,904192,839686.0,502545305.189748,1116.0
855,5,1,1,902144,837414.0,502545302.696445,1135.0
856,5,1,1,900096,835103.0,502545300.201841,1151.0
857,5,1,1,898048,832754.0,502545297.209169,1160.0
858,5,1,1,896000,830477.0,502545295.214673,1090.0
859,5,1,1,893952,828406.0,502545293.717909,1027.0
860,5,1,1,891904,826397.0,502545292.22177,926.0
861,5,1,1,889856,824525.0,502545289.729278,961.0
862,5,1,1,887808,822623.0,502545288.231221,919.0
863,5,1,1,885760,820840.0,502545286.734828,1004.0
864,5,1,1,883712,818740.0,502545283.74215,1270.0
865,5,1,1,881664,816312.0,502545278.754583,1144.0
866,5,1,1,879616,813893.0,502545276.759349,1256.0
867,5,1,1,877568,811508.0,502545274.764402,1204.0
868,5,1,1,875520,809175.0,502545272.270434,1208.0
869,5,1,1,873472,806759.0,502545269.776515,1300.0
870,5,1,1,871424,804341.0,502545267.781369,1085.0
871,5,1,1,869376,802204.0,502545265.287682,1164.0
872,5,1,1,867328,800059.0,502545262.794214,833.0
873,5,1,1,865280,798354.0,502545261.797964,861.0
874,5,1,1,863232,796661.0,502545259.801014,857.0
875,5,1,1,861184,794921.0,502545257.806849,780.0
876,5,1,1,859136,793353.0,502545256.808437,786.0
877,5,1,1,857088,791805.0,502545254.81304,764.0
878,5,1,1,855040,790241.0,502545251.820733,813.0
879,5,1,1,852992,788620.0,502545250.823026,804.0
880,5,1,1,850944,786997.0,502545248.82812,822.0
881,5,1,1,848896,785320.0,502545246.833404,1014.0
882,5,1,1,847872,784306.0,502545245.835275,1067.0
883,5,1,1,944128,878984.0,502545345.092054,978.0
884,5,1,1,937984,872756.0,502545338.108807,1125.0
885,5,1,1,940032,875038.0,502545340.103931,1160.0
886,5,1,1,933888,868445.0,502545333.620041,1107.0
887,5,1,1,935936,870593.0,502545335.116838,1092.0
888,5,1,1,929792,864084.0,502545329.630206,955.0
889,5,1,1,931840,866307.0,502545331.127665,1115.0
890,5,1,1,925696,860210.0,502545325.639546,1106.0
891,5,1,1,927744,862232.0,502545327.634504,1066.0
892,5,1,1,923648,858146.0,502545323.644242,963.0
893,5,1,1,921600,856172.0,502545322.148123,940.0
894,5,1,1,919552,854212.0,502545319.654211,912.0
895,5,1,1,917504,852384.0,502545317.659918,898.0
896,5,1,1,915456,850628.0,502545315.664002,845.0
897,5,1,1,913408,848842.0,502545314.666248,887.0
898,5,1,1,911360,847004.0,502545312.671375,925.0
899,5,1,1,909312,844949.0,502545310.676134,1099.0
900,5,1,1,907264,842795.0,502545308.681387,1015.0
901,5,1,1,959488,895391.0,502545363.546537,1181.0
902,5,1,1,957440,892995.0,502545360.554338,1201.0
903,5,1,1,955392,890571.0,502545358.558649,1183.0
904,5,1,1,953344,888344.0,502545356.565229,963.0
905,5,1,1,951296,886272.0,502545353.570933,1083.0
906,5,1,1,949248,884139.0,502545351.576259,974.0
907,5,1,1,947200,882277.0,502545349.08194,1056.0
908,5,1,1,945152,880122.0,502545347.087581,1138.0
909,5,1,1,943104,878006.0,502545343.09675,844.0
910,5,1,1,941056,876166.0,502545341.600312,1128.0
911,5,1,1,939008,873878.0,502545339.106421,1122.0
912,5,1,1,936960,871631.0,502545336.114831,1038.0
913,5,1,1,934912,869501.0,502545334.118458,1056.0
914,5,1,1,932864,867338.0,502545332.123514,1031.0
915,5,1,1,930816,865192.0,502545331.126312,1108.0
916,5,1,1,928768,863129.0,502545328.632221,897.0
917,5,1,1,926720,861166.0,502545327.135679,956.0
918,5,1,1,924672,859104.0,502545324.64262,958.0
919,5,1,1,922624,857183.0,502545323.145573,1011.0
920,5,1,1,920576,855232.0,502545321.150452,1020.0
921,5,1,1,918528,853300.0,502545319.155651,916.0
922,5,1,1,916480,851486.0,502545316.662058,858.0
923,5,1,1,914432,849783.0,502545315.663985,941.0
924,5,1,1,912384,847955.0,502545313.669589,951.0
925,5,1,1,910336,846079.0,502545311.673843,1130.0
926,5,1,1,908288,843850.0,502545309.678711,1055.0
927,5,1,1,906240,841780.0,502545307.683629,977.0
928,5,1,1,905216,840803.0,502545306.685916,1117.0
929,5,1,1,958464,894210.0,502545361.552147,1215.0
930,5,1,1,960512,896536.0,502545364.54408,1145.0
931,5,1,1,954368,889388.0,502545357.561276,1044.0
932,5,1,1,956416,891794.0,502545359.556511,1223.0
933,5,1,1,950272,885189.0,502545353.072281,1050.0
934,5,1,1,952320,887381.0,502545355.565908,1109.0
935,5,1,1,946176,881221.0,502545348.583023,1099.0
936,5,1,1,948224,883165.0,502545350.079794,888.0
937,5,1,1,942080,877162.0,502545342.098884,996.0
938,5,1,1,1015808,953617.0,502545423.898865,1101.0
939,5,1,1,1011712,949571.0,502545419.415868,945.0
940,5,1,1,1017856,955736.0,502545424.895858,1134.0
941,5,1,1,1007616,945653.0,502545414.921262,1022.0
942,5,1,1,1013760,951454.0,502545420.905646,899.0
943,5,1,1,1003520,941632.0,502545411.428979,1027.0
944,5,1,1,1009664,947582.0,502545416.916699,1011.0
945,5,1,1,999424,937632.0,502545407.439338,968.0
946,5,1,1,1005568,943646.0,502545412.925743,1009.0
947,5,1,1,995328,933420.0,502545403.469364,1101.0
948,5,1,1,1001472,939538.0,502545408.935143,923.0
949,5,1,1,997376,935548.0,502545405.942359,1097.0
950,5,1,1,993280,931258.0,502545401.473602,1114.0
951,5,1,1,991232,929017.0,502545399.957756,1158.0
952,5,1,1,989184,926744.0,502545395.96681,1131.0
953,5,1,1,987136,924526.0,502545393.972388,1010.0
954,5,1,1,985088,922495.0,502545391.976783,1007.0
955,5,1,1,983040,920365.0,502545389.982157,1110.0
956,5,1,1,980992,918142.0,502545388.485194,1082.0
957,5,1,1,978944,915920.0,502545385.991385,1137.0
958,5,1,1,976896,913723.0,502545383.497603,1100.0
959,5,1,1,974848,911658.0,502545381.003552,1029.0
960,5,1,1,972800,909584.0,502545379.507435,1140.0
961,5,1,1,970752,907547.0,502545375.51728,1086.0
962,5,1,1,968704,905348.0,502545373.023072,1157.0
963,5,1,1,966656,903045.0,502545370.030611,1160.0
964,5,1,1,964608,900797.0,502545368.534171,977.0
965,5,1,1,962560,898750.0,502545366.542606,1054.0
966,5,1,1,961536,897696.0,502545366.040281,1160.0
967,5,1,1,1002496,940605.0,502545409.932576,1067.0
968,5,1,1,1016832,954602.0,502545423.900435,985.0
969,5,1,1,1014784,952516.0,502545421.903694,1062.0
970,5,1,1,1012736,950555.0,502545420.409984,984.0
971,5,1,1,1010688,948626.0,502545417.91294,1044.0
972,5,1,1,1008640,946571.0,502545415.917741,918.0
973,5,1,1,1006592,944631.0,502545413.922725,985.0
974,5,1,1,1004544,942637.0,502545411.927789,1005.0
975,5,1,1,998400,936664.0,502545406.441407,1116.0
976,5,1,1,1000448,938615.0,502545407.937498,983.0
977,5,1,1,994304,932319.0,502545402.451049,1061.0
978,5,1,1,996352,934451.0,502545404.445751,1031.0
979,5,1,1,990208,927859.0,502545397.962182,1115.0
980,5,1,1,992256,930144.0,502545400.455616,1127.0
981,5,1,1,986112,923516.0,502545392.974233,1021.0
982,5,1,1,988160,925613.0,502545394.969311,1087.0
983,5,1,1,982016,919255.0,502545388.984785,1113.0
984,5,1,1,984064,921488.0,502545391.478025,1123.0
985,5,1,1,977920,914783.0,502545384.994838,1060.0
986,5,1,1,979968,917060.0,502545386.988973,1140.0
987,5,1,1,975872,912623.0,502545382.001827,965.0
988,5,1,1,973824,910629.0,502545380.504911,1045.0
989,5,1,1,971776,908444.0,502545376.514679,897.0
990,5,1,1,969728,906461.0,502545374.02082,1113.0
991,5,1,1,967680,904191.0,502545371.528294,1146.0
992,5,1,1,965632,901885.0,502545369.531707,1088.0
993,5,1,1,963584,899820.0,502545367.536651,1070.0
994,5,1,1,1020928,959009.0,502545429.384775,1079.0
995,5,1,1,1075200,1013602.0,502545484.75061,1043.0
996,5,1,1,1071104,1009481.0,502545479.76214,861.0
997,5,1,1,1073152,1011574.0,502545482.754157,1077.0
998,5,1,1,1067008,1006397.0,502545476.768524,747.0
999,5,1,1,1069056,1007858.0,502545478.764248,744.0
1000,5,1,1,1062912,1003095.0,502545473.775991,971.0
1001,5,1,1,1064960,1004852.0,502545475.771637,850.0
1002,5,1,1,1058816,999427.0,502545469.785793,1001.0
