Z_PK,Z_ENT,Z_OPT,Z3RECRRINTERVALS,Z_FOK_3RECRRINTERVALS,ZABSVALUEPREV,ZTIMESTAMP,ZVALUE
1772,5,1,1,1856512,1799826.0,502546304.729469,835.0
1773,5,1,1,1821696,1767498.0,502546272.808332,1029.0
1774,5,1,1,1869824,1813100.0,502546318.695174,1047.0
1775,5,1,1,1835008,1780051.0,502546285.776786,821.0
1776,5,1,1,1848320,1792638.0,502546297.746703,918.0
1777,5,1,1,1814528,1760069.0,502546266.822613,1105.0
1778,5,1,1,1861632,1804685.0,502546309.717274,970.0
1779,5,1,1,1826816,1772649.0,502546279.292459,952.0
1780,5,1,1,1874944,1818163.0,502546323.683005,996.0
1781,5,1,1,1840128,1784723.0,502546289.267683,1153.0
1782,5,1,1,1853440,1797277.0,502546303.233103,931.0
1783,5,1,1,1818624,1764447.0,502546269.816359,1135.0
1784,5,1,1,1866752,1809759.0,502546315.203917,1095.0
1785,5,1,1,1831936,1777364.0,502546283.282339,1029.0
1786,5,1,1,1845248,1789916.0,502546295.252873,884.0
1787,5,1,1,1858560,1801707.0,502546307.227282,933.0
1788,5,1,1,1823744,1769622.0,502546275.301812,1045.0
1789,5,1,1,1871872,1815045.0,502546320.690308,926.0
1790,5,1,1,1837056,1781737.0,502546286.773763,847.0
1791,5,1,1,1850368,1794536.0,502546299.741727,1000.0
1792,5,1,1,1815552,1761061.0,502546267.32162,992.0
1793,5,1,1,1863680,1806552.0,502546311.712275,1005.0
1794,5,1,1,1828864,1774339.0,502546279.791011,815.0
1795,5,1,1,1842176,1786977.0,502546292.260084,1110.0
1796,5,1,1,1855488,1798991.0,502546304.729451,829.0
1797,5,1,1,1820672,1766469.0,502546272.309262,1062.0
1798,5,1,1,1868800,1812053.0,502546318.196482,1168.0
1799,5,1,1,1833984,1779230.0,502546284.779523,908.0
1800,5,1,1,1847296,1791720.0,502546296.749018,866.0
1801,5,1,1,1860608,1803715.0,502546308.71963,1016.0
1802,5,1,1,1825792,1771697.0,502546276.798368,1027.0
1803,5,1,1,1873920,1817167.0,502546323.199614,1109.0
1804,5,1,1,1839104,1783570.0,502546288.269935,997.0
1805,5,1,1,1852416,1796346.0,502546301.736931,935.0
1806,5,1,1,1817600,1763312.0,502546268.817873,1191.0
1807,5,1,1,1865728,1808664.0,502546313.708295,1118.0
1808,5,1,1,1830912,1776335.0,502546281.786698,1062.0
1809,5,1,1,1844224,1789032.0,502546294.255133,1002.0
1810,5,1,1,1857536,1800774.0,502546305.727118,948.0
1811,5,1,1,1822720,1768577.0,502546273.805555,1079.0
1812,5,1,1,1870848,1814119.0,502546319.692639,1019.0
1813,5,1,1,1836032,1780890.0,502546286.773744,839.0
1814,5,1,1,1849344,1793536.0,502546299.243156,898.0
1815,5,1,1,1862656,1805547.0,502546311.213574,862.0
1816,5,1,1,1827840,1773524.0,502546279.308121,875.0
1817,5,1,1,1875968,1819263.0,502546324.681145,1100.0
1818,5,1,1,1841152,1785867.0,502546290.265158,1144.0
1819,5,1,1,1854464,1798162.0,502546303.732964,885.0
1820,5,1,1,1819648,1765407.0,502546270.813626,960.0
1821,5,1,1,1867776,1810885.0,502546316.700031,1126.0
1822,5,1,1,1832960,1778322.0,502546283.781225,958.0
1823,5,1,1,1846272,1790854.0,502546295.25289,938.0
1824,5,1,1,1859584,1802699.0,502546307.722218,992.0
1825,5,1,1,1824768,1770670.0,502546275.80113,1048.0
1826,5,1,1,1872896,1816058.0,502546321.688545,1013.0
1827,5,1,1,1838080,1782573.0,502546287.771373,836.0
1828,5,1,1,1851392,1795411.0,502546300.740037,875.0
1829,5,1,1,1816576,1762121.0,502546267.820202,1060.0
1830,5,1,1,1864704,1807546.0,502546312.709739,994.0
1831,5,1,1,1829888,1775273.0,502546280.78914,934.0
1832,5,1,1,1901568,1843246.0,502546349.120375,1066.0
1833,5,1,1,1920000,1859850.0,502546366.577678,744.0
1834,5,1,1,1914880,1855832.0,502546362.58733,818.0
1835,5,1,1,1933312,1868755.0,502546374.070829,635.0
1836,5,1,1,1880064,1823176.0,502546328.670718,960.0
1837,5,1,1,1893376,1835598.0,502546342.140927,967.0
1838,5,1,1,1906688,1848273.0,502546355.105829,1019.0
1839,5,1,1,1925120,1863445.0,502546369.570285,688.0
1840,5,1,1,1938432,1872123.0,502546378.051417,754.0
1841,5,1,1,1885184,1828453.0,502546333.159599,1109.0
1842,5,1,1,1898496,1840243.0,502546346.128191,918.0
1843,5,1,1,1916928,1857427.0,502546363.584872,787.0
1844,5,1,1,1911808,1853277.0,502546359.594728,898.0
1845,5,1,1,1930240,1866827.0,502546374.059485,656.0
1846,5,1,1,1890304,1832793.0,502546337.648726,830.0
1847,5,1,1,1903616,1845372.0,502546351.614867,1000.0
1848,5,1,1,1922048,1861341.0,502546367.076125,722.0
1849,5,1,1,1935360,1870026.0,502546376.054037,639.0
1850,5,1,1,1882112,1825002.0,502546331.165609,970.0
1851,5,1,1,1895424,1837494.0,502546343.135152,938.0
1852,5,1,1,1908736,1850343.0,502546356.602017,999.0
1853,5,1,1,1927168,1864833.0,502546371.066501,687.0
1854,5,1,1,1940480,1873965.0,502546383.535385,1067.0
1855,5,1,1,1887232,1830358.0,502546335.155447,894.0
1856,5,1,1,1900544,1842180.0,502546348.122832,949.0
1857,5,1,1,1918976,1859106.0,502546366.078772,864.0
1858,5,1,1,1932288,1868120.0,502546374.070812,645.0
1859,5,1,1,1913856,1855014.0,502546361.589672,853.0
1860,5,1,1,1879040,1822216.0,502546327.673345,939.0
1861,5,1,1,1892352,1834631.0,502546340.14237,989.0
1862,5,1,1,1924096,1862757.0,502546368.073892,708.0
1863,5,1,1,1905664,1847254.0,502546353.609399,891.0
1864,5,1,1,1937408,1871369.0,502546377.051752,681.0
1865,5,1,1,1884160,1827344.0,502546332.162142,1216.0
1866,5,1,1,1897472,1839325.0,502546345.132027,913.0
1867,5,1,1,1910784,1852379.0,502546359.096006,1066.0
1868,5,1,1,1929216,1866171.0,502546372.562939,666.0
1869,5,1,1,1876992,1820353.0,502546325.722169,1090.0
1870,5,1,1,1942528,1875511.0,502546385.032146,742.0
1871,5,1,1,1889280,1831963.0,502546337.648709,757.0
1872,5,1,1,1902592,1844372.0,502546350.616632,1126.0
1873,5,1,1,1921024,1860619.0,502546366.577704,769.0
1874,5,1,1,1915904,1856640.0,502546362.587347,808.0
1875,5,1,1,1934336,1869387.0,502546375.056567,632.0
1876,5,1,1,1881088,1824032.0,502546329.66815,856.0
1877,5,1,1,1894400,1836556.0,502546342.145529,958.0
1878,5,1,1,1907712,1849344.0,502546355.604593,1071.0
1879,5,1,1,1926144,1864146.0,502546370.068996,701.0
1880,5,1,1,1939456,1872898.0,502546379.046922,775.0
1881,5,1,1,1886208,1829464.0,502546334.157055,1011.0
1882,5,1,1,1899520,1841231.0,502546347.12545,988.0
1883,5,1,1,1917952,1858242.0,502546364.583352,815.0
1884,5,1,1,1912832,1854161.0,502546360.592971,884.0
1885,5,1,1,1931264,1867475.0,502546374.059503,648.0
1886,5,1,1,1878016,1821277.0,502546327.174445,924.0
1887,5,1,1,1891328,1833642.0,502546338.147152,849.0
1888,5,1,1,1904640,1846363.0,502546352.612332,991.0
1889,5,1,1,1923072,1862049.0,502546368.073875,708.0
1890,5,1,1,1936384,1870688.0,502546376.054055,662.0
1891,5,1,1,1883136,1826128.0,502546331.169703,1126.0
1892,5,1,1,1896448,1838412.0,502546344.631552,918.0
1893,5,1,1,1928192,1865505.0,502546371.066522,672.0
1894,5,1,1,1909760,1851313.0,502546357.599469,970.0
1895,5,1,1,1941504,1874769.0,502546384.034604,804.0
1896,5,1,1,1888256,1831206.0,502546336.651173,848.0
1897,5,1,1,1997824,1929274.0,502546439.897569,1132.0
1898,5,1,1,1963008,1892921.0,502546402.489069,894.0
1899,5,1,1,1976320,1907210.0,502546417.962873,1062.0
1900,5,1,1,1989632,1920183.0,502546430.919437,1156.0
1901,5,1,1,1954816,1885103.0,502546395.506841,1061.0
1902,5,1,1,1968128,1897999.0,502546408.973614,1041.0
1903,5,1,1,1981440,1912064.0,502546422.938844,907.0
1904,5,1,1,1946624,1878667.0,502546388.024803,776.0
1905,5,1,1,1994752,1925990.0,502546437.40351,1127.0
1906,5,1,1,1959936,1890086.0,502546400.494491,1063.0
1907,5,1,1,1973248,1903708.0,502546413.960966,1213.0
1908,5,1,1,1986560,1916739.0,502546426.929316,986.0
1909,5,1,1,1951744,1882336.0,502546392.014924,741.0
1910,5,1,1,1999872,1931570.0,502546442.391285,1151.0
1911,5,1,1,1965056,1894664.0,502546404.484363,831.0
1912,5,1,1,1978368,1909282.0,502546419.946426,956.0
1913,5,1,1,1991680,1922496.0,502546432.91499,1208.0
1914,5,1,1,1956864,1887094.0,502546397.513112,1042.0
1915,5,1,1,1970176,1900185.0,502546410.968659,1127.0
1916,5,1,1,1983488,1913851.0,502546424.934095,857.0
1917,5,1,1,1948672,1880159.0,502546390.020857,733.0
1918,5,1,1,1996800,1928142.0,502546438.899829,1025.0
1919,5,1,1,1961984,1892027.0,502546401.990475,891.0
1920,5,1,1,1975296,1906148.0,502546417.951526,1250.0
1921,5,1,1,1988608,1919027.0,502546429.921791,1145.0
1922,5,1,1,1953792,1884042.0,502546394.508811,912.0
1923,5,1,1,2001920,1933827.0,502546444.885144,1092.0
1924,5,1,1,1967104,1896958.0,502546407.975802,1069.0
1925,5,1,1,1980416,1911157.0,502546421.941516,954.0
1926,5,1,1,1945600,1877891.0,502546387.526077,756.0
1927,5,1,1,1993728,1924863.0,502546435.90718,1210.0
1928,5,1,1,1958912,1889023.0,502546398.498936,1018.0
1929,5,1,1,1972224,1902495.0,502546413.462071,1140.0
1930,5,1,1,1985536,1915753.0,502546426.929299,984.0
1931,5,1,1,1950720,1881595.0,502546391.017315,700.0
1932,5,1,1,1998848,1930419.0,502546440.895533,1145.0
1933,5,1,1,1964032,1893833.0,502546403.487419,912.0
1934,5,1,1,1977344,1908326.0,502546418.948714,1116.0
1935,5,1,1,1943552,1876364.0,502546386.030209,853.0
1936,5,1,1,1990656,1921288.0,502546431.916915,1105.0
1937,5,1,1,1955840,1886052.0,502546397.501756,949.0
1938,5,1,1,1969152,1899058.0,502546409.970912,1059.0
1939,5,1,1,1982464,1912994.0,502546423.937079,930.0
1940,5,1,1,1947648,1879426.0,502546389.521008,759.0
1941,5,1,1,1995776,1927117.0,502546437.902286,1127.0
1942,5,1,1,1960960,1891136.0,502546401.990456,1050.0
1943,5,1,1,1974272,1904898.0,502546415.956073,1190.0
1944,5,1,1,1987584,1917882.0,502546428.924272,1143.0
1945,5,1,1,1952768,1883130.0,502546393.01307,794.0
1946,5,1,1,2000896,1932735.0,502546443.388607,1165.0
1947,5,1,1,1966080,1895889.0,502546406.978514,1225.0
1948,5,1,1,1979392,1910203.0,502546420.944576,921.0
1949,5,1,1,1944576,1877135.0,502546387.52606,771.0
1950,5,1,1,1992704,1923653.0,502546433.911949,1157.0
1951,5,1,1,1957888,1888005.0,502546397.513127,911.0
1952,5,1,1,1971200,1901355.0,502546412.464698,1170.0
1953,5,1,1,1984512,1914769.0,502546425.931779,918.0
1954,5,1,1,1949696,1880895.0,502546390.020875,736.0
1955,5,1,1,2049024,1978724.0,502546494.263502,1086.0
1956,5,1,1,2057216,1987886.0,502546504.238955,1147.0
1957,5,1,1,2055168,1985530.0,502546501.744926,1233.0
1958,5,1,1,2053120,1983076.0,502546498.253645,1089.0
1959,5,1,1,2051072,1980870.0,502546496.258642,1050.0
1960,5,1,1,2044928,1975228.0,502546488.278406,864.0
1961,5,1,1,2046976,1976837.0,502546490.274139,799.0
1962,5,1,1,2042880,1973361.0,502546486.781958,951.0
1963,5,1,1,2040832,1971542.0,502546486.283444,798.0
1964,5,1,1,2038784,1969917.0,502546483.790149,843.0
1965,5,1,1,2036736,1968209.0,502546482.293203,887.0
1966,5,1,1,2034688,1966397.0,502546479.799989,968.0
1967,5,1,1,2032640,1964382.0,502546477.804286,1171.0
1968,5,1,1,2030592,1962360.0,502546473.813945,951.0
1969,5,1,1,2028544,1960407.0,502546471.819021,1042.0
1970,5,1,1,2026496,1958374.0,502546469.823922,1150.0
1971,5,1,1,2024448,1956227.0,502546468.327338,988.0
1972,5,1,1,2022400,1954414.0,502546465.833679,923.0
1973,5,1,1,2020352,1952588.0,502546464.337237,964.0
1974,5,1,1,2018304,1950580.0,502546462.341862,1010.0
1975,5,1,1,2016256,1948550.0,502546460.845994,1034.0
1976,5,1,1,2014208,1946512.0,502546458.351916,1081.0
1977,5,1,1,2012160,1944398.0,502546455.858699,1064.0
1978,5,1,1,2010112,1942265.0,502546454.361748,1143.0
1979,5,1,1,2008064,1940057.0,502546450.870348,967.0
1980,5,1,1,2006016,1938026.0,502546448.875204,1004.0
1981,5,1,1,2003968,1935889.0,502546446.880117,980.0
1982,5,1,1,2002944,1934909.0,502546445.882629,1082.0
1983,5,1,1,2058240,1989080.0,502546504.737673,1194.0
1984,5,1,1,2054144,1984297.0,502546500.747441,1221.0
1985,5,1,1,2056192,1986739.0,502546502.742549,1209.0
1986,5,1,1,2050048,1979820.0,502546495.260869,1096.0
1987,5,1,1,2052096,1981987.0,502546497.256649,1117.0
1988,5,1,1,2045952,1976038.0,502546489.276284,810.0
1989,5,1,1,2048000,1977638.0,502546491.270871,801.0
1990,5,1,1,2041856,1972410.0,502546486.283462,868.0
1991,5,1,1,2043904,1974364.0,502546487.779907,1003.0
1992,5,1,1,2039808,1970744.0,502546484.786982,827.0
1993,5,1,1,2037760,1969074.0,502546482.791841,865.0
1994,5,1,1,2035712,1967322.0,502546480.796808,925.0
1995,5,1,1,2033664,1965429.0,502546478.801645,1047.0
1996,5,1,1,2031616,1963211.0,502546475.80941,851.0
1997,5,1,1,2029568,1961409.0,502546473.31535,1002.0
1998,5,1,1,2027520,1959365.0,502546470.821298,991.0
1999,5,1,1,2025472,1957224.0,502546468.826341,997.0
2000,5,1,1,2023424,1955239.0,502546466.831225,825.0
2001,5,1,1,2021376,1953491.0,502546464.836159,903.0
2002,5,1,1,2019328,1951624.0,502546462.84104,1044.0
2003,5,1,1,2017280,1949570.0,502546460.850212,1020.0
2004,5,1,1,2015232,1947516.0,502546458.850945,1004.0
2005,5,1,1,2013184,1945431.0,502546456.855656,1033.0
2006,5,1,1,2011136,1943334.0,502546454.860545,1069.0
2007,5,1,1,2009088,1941122.0,502546452.366639,1065.0
2008,5,1,1,2007040,1939090.0,502546449.872678,1064.0
2009,5,1,1,2004992,1937022.0,502546447.878087,1133.0
2010,5,1,1,2101248,2036540.0,502546554.615358,1142.0
2011,5,1,1,2109440,2045237.0,502546565.588516,1092.0
2012,5,1,1,2107392,2042981.0,502546561.598081,978.0
2013,5,1,1,2105344,2041055.0,502546559.603007,1181.0
2014,5,1,1,2103296,2038812.0,502546556.610253,1172.0
2015,5,1,1,2099200,2034188.0,502546552.620216,1166.0
2016,5,1,1,2097152,2031799.0,502546549.128621,1128.0
2017,5,1,1,2095104,2029537.0,502546547.133715,1164.0
2018,5,1,1,2093056,2027300.0,502546545.139164,1121.0
2019,5,1,1,2091008,2025117.0,502546544.141231,1191.0
2020,5,1,1,2088960,2022789.0,502546540.150816,1027.0
2021,5,1,1,2086912,2020733.0,502546538.155643,1160.0
2022,5,1,1,2084864,2018428.0,502546534.664144,889.0
2023,5,1,1,2082816,2016556.0,502546532.170945,1034.0
2024,5,1,1,2080768,2014490.0,502546530.674956,1154.0
2025,5,1,1,2078720,2012230.0,502546528.679009,1130.0
2026,5,1,1,2076672,2010047.0,502546525.686338,1111.0
2027,5,1,1,2074624,2007809.0,502546524.190024,1083.0
2028,5,1,1,2072576,2005600.0,502546521.696147,1074.0
2029,5,1,1,2070528,2003330.0,502546520.199576,1145.0
2030,5,1,1,2068480,2000954.0,502546517.207146,1148.0
2031,5,1,1,2066432,1998621.0,502546514.713842,1143.0
2032,5,1,1,2064384,1996256.0,502546513.216985,1174.0
2033,5,1,1,2062336,1993874.0,502546509.725478,1177.0
2034,5,1,1,2060288,1991464.0,502546507.731643,1176.0
2035,5,1,1,2059264,1990288.0,502546506.732936,1208.0
2036,5,1,1,2110464,2046359.0,502546565.592827,1122.0
2037,5,1,1,2108416,2044145.0,502546564.091823,1164.0
2038,5,1,1,2106368,2042003.0,502546560.600572,948.0
2039,5,1,1,2104320,2039874.0,502546558.606075,1062.0
2040,5,1,1,2102272,2037640.0,502546556.111613,1100.0
2041,5,1,1,2100224,2035398.0,502546553.618287,1210.0
2042,5,1,1,2098176,2033022.0,502546551.124178,1223.0
2043,5,1,1,2096128,2030671.0,502546548.131127,1134.0
2044,5,1,1,2094080,2028373.0,502546546.634789,1073.0
2045,5,1,1,2092032,2026179.0,502546544.153921,1062.0
2046,5,1,1,2089984,2023926.0,502546542.644598,1137.0
2047,5,1,1,2087936,2021762.0,502546539.153253,1029.0
2048,5,1,1,2085888,2019573.0,502546537.656891,1145.0
2049,5,1,1,2083840,2017539.0,502546533.167966,983.0
2050,5,1,1,2081792,2015522.0,502546531.172723,1032.0
2051,5,1,1,2079744,2013336.0,502546529.67655,1106.0
2052,5,1,1,2077696,2011100.0,502546526.684521,1053.0
2053,5,1,1,2075648,2008936.0,502546524.688798,1127.0
2054,5,1,1,2073600,2006726.0,502546522.693751,1126.0
2055,5,1,1,2071552,2004526.0,502546520.6986,1196.0
2056,5,1,1,2069504,2002185.0,502546517.705922,1231.0
2057,5,1,1,2067456,1999806.0,502546516.209501,1185.0
2058,5,1,1,2065408,1997478.0,502546513.71582,1222.0
2059,5,1,1,2063360,1995082.0,502546510.72306,1208.0
2060,5,1,1,2061312,1992697.0,502546508.728029,1233.0
2061,5,1,1,2139136,2075510.0,502546597.011133,1056.0
2062,5,1,1,2165760,2101370.0,502546624.942405,1152.0
2063,5,1,1,2163712,2099428.0,502546620.952125,832.0
2064,5,1,1,2161664,2097758.0,502546618.957077,895.0
2065,5,1,1,2159616,2095898.0,502546616.961915,1019.0
2066,5,1,1,2157568,2093841.0,502546614.967511,1008.0
2067,5,1,1,2155520,2091848.0,502546612.971598,902.0
2068,5,1,1,2153472,2089919.0,502546610.97703,986.0
2069,5,1,1,2151424,2087919.0,502546609.480508,987.0
2070,5,1,1,2149376,2085935.0,502546607.491179,1106.0
2071,5,1,1,2147328,2083702.0,502546605.490226,1041.0
2072,5,1,1,2145280,2081596.0,502546603.495109,1011.0
2073,5,1,1,2143232,2079575.0,502546601.001333,921.0
2074,5,1,1,2141184,2077606.0,502546599.006103,1006.0
2075,5,1,1,2135040,2071357.0,502546593.519582,1074.0
2076,5,1,1,2137088,2073329.0,502546594.01841,966.0
2077,5,1,1,2130944,2067092.0,502546588.03313,1085.0
2078,5,1,1,2132992,2069178.0,502546590.527031,1034.0
2079,5,1,1,2126848,2062918.0,502546584.042762,1125.0
2080,5,1,1,2128896,2065038.0,502546586.038458,1068.0
2081,5,1,1,2122752,2058541.0,502546580.053046,997.0
2082,5,1,1,2124800,2060710.0,502546582.048358,1160.0
2083,5,1,1,2118656,2054515.0,502546576.075473,1107.0
2084,5,1,1,2120704,2056651.0,502546578.057677,1066.0
2085,5,1,1,2116608,2052265.0,502546572.085203,887.0
2086,5,1,1,2114560,2050411.0,502546569.579858,1015.0
2087,5,1,1,2112512,2048393.0,502546567.583178,1040.0
2088,5,1,1,2111488,2047353.0,502546566.585806,994.0
2089,5,1,1,2164736,2100218.0,502546620.952143,790.0
2090,5,1,1,2162688,2098596.0,502546620.45356,838.0
2091,5,1,1,2160640,2096863.0,502546617.960161,965.0
2092,5,1,1,2158592,2094879.0,502546616.463757,1038.0
2093,5,1,1,2156544,2092833.0,502546613.970108,985.0
2094,5,1,1,2154496,2090946.0,502546611.974302,1027.0
2095,5,1,1,2152448,2088933.0,502546610.478055,1014.0
2096,5,1,1,2150400,2086932.0,502546608.483189,997.0
2097,5,1,1,2148352,2084829.0,502546606.986635,1127.0
2098,5,1,1,2146304,2082661.0,502546604.492541,1065.0
2099,5,1,1,2144256,2080585.0,502546602.996425,1010.0
2100,5,1,1,2142208,2078654.0,502546600.502315,1048.0
2101,5,1,1,2140160,2076600.0,502546598.008931,1090.0
2102,5,1,1,2138112,2074454.0,502546596.512286,1125.0
2103,5,1,1,2136064,2072363.0,502546594.018392,1006.0
2104,5,1,1,2134016,2070283.0,502546591.527544,1105.0
2105,5,1,1,2131968,2068144.0,502546589.529362,1052.0
2106,5,1,1,2129920,2066007.0,502546587.035438,969.0
2107,5,1,1,2127872,2063970.0,502546585.04041,1052.0
2108,5,1,1,2125824,2061793.0,502546583.045441,1083.0
2109,5,1,1,2123776,2059550.0,502546581.050503,1009.0
2110,5,1,1,2121728,2057544.0,502546579.554003,893.0
2111,5,1,1,2119680,2055585.0,502546577.060117,1070.0
2112,5,1,1,2117632,2053408.0,502546576.062824,1143.0
2113,5,1,1,2115584,2051378.0,502546572.073125,967.0
2114,5,1,1,2113536,2049396.0,502546568.581481,1003.0
2115,5,1,1,2223104,2159324.0,502546684.795399,1096.0
2116,5,1,1,2221056,2157057.0,502546682.800279,1092.0
2117,5,1,1,2219008,2154868.0,502546680.80565,1026.0
2118,5,1,1,2216960,2152784.0,502546679.30926,1085.0
2119,5,1,1,2214912,2150599.0,502546676.815474,1154.0
2120,5,1,1,2212864,2148444.0,502546674.819824,951.0
2121,5,1,1,2210816,2146596.0,502546672.825529,1007.0
2122,5,1,1,2208768,2144518.0,502546670.841678,913.0
2123,5,1,1,2206720,2142676.0,502546668.835344,983.0
2124,5,1,1,2204672,2140686.0,502546666.839623,984.0
2125,5,1,1,2202624,2138803.0,502546664.84517,1024.0
2126,5,1,1,2200576,2136813.0,502546662.850048,1040.0
2127,5,1,1,2198528,2134726.0,502546660.854347,1084.0
2128,5,1,1,2196480,2132669.0,502546658.859862,943.0
2129,5,1,1,2194432,2130621.0,502546656.864133,1123.0
2130,5,1,1,2192384,2128305.0,502546652.873974,1070.0
2131,5,1,1,2190336,2126109.0,502546650.891134,1106.0
2132,5,1,1,2188288,2123833.0,502546648.883632,1125.0
2133,5,1,1,2186240,2121647.0,502546646.88851,1139.0
2134,5,1,1,2184192,2119342.0,502546644.394804,1175.0
2135,5,1,1,2182144,2117011.0,502546641.901353,1047.0
2136,5,1,1,2180096,2114994.0,502546639.905716,814.0
2137,5,1,1,2178048,2113377.0,502546638.908151,822.0
2138,5,1,1,2176000,2111745.0,502546636.913182,806.0
2139,5,1,1,2173952,2110077.0,502546634.917916,924.0
2140,5,1,1,2171904,2108137.0,502546632.922979,1085.0
2141,5,1,1,2169856,2105895.0,502546630.927829,1271.0
2142,5,1,1,2167808,2103399.0,502546626.937642,1036.0
2143,5,1,1,2166784,2102363.0,502546626.438658,993.0
2144,5,1,1,2222080,2158228.0,502546683.798602,1171.0
2145,5,1,1,2220032,2155965.0,502546682.301638,1097.0
2146,5,1,1,2217984,2153842.0,502546679.807673,1058.0
2147,5,1,1,2215936,2151699.0,502546677.812557,1100.0
2148,5,1,1,2213888,2149445.0,502546675.817476,1001.0
2149,5,1,1,2211840,2147493.0,502546673.822945,897.0
2150,5,1,1,2209792,2145589.0,502546671.827184,1071.0
2151,5,1,1,2207744,2143605.0,502546670.829916,929.0
2152,5,1,1,2205696,2141693.0,502546667.839855,1007.0
2153,5,1,1,2203648,2139702.0,502546666.34072,899.0
2154,5,1,1,2201600,2137779.0,502546663.846985,966.0
2155,5,1,1,2199552,2135773.0,502546661.852379,1047.0
2156,5,1,1,2197504,2133642.0,502546659.85678,973.0
2157,5,1,1,2195456,2131726.0,502546657.862153,1105.0
2158,5,1,1,2193408,2129498.0,502546655.367593,1193.0
2159,5,1,1,2191360,2127235.0,502546651.876242,1126.0
2160,5,1,1,2189312,2125003.0,502546650.879564,1170.0
2161,5,1,1,2187264,2122708.0,502546648.384926,1061.0
2162,5,1,1,2185216,2120508.0,502546646.389688,1166.0
2163,5,1,1,2183168,2118167.0,502546642.898348,1156.0
2164,5,1,1,2181120,2115964.0,502546640.903334,970.0
2165,5,1,1,2179072,2114180.0,502546638.908169,803.0
2166,5,1,1,2177024,2112555.0,502546637.910554,810.0
2167,5,1,1,2174976,2110939.0,502546635.915714,862.0
2168,5,1,1,2172928,2109153.0,502546633.920511,1016.0
2169,5,1,1,2170880,2107052.0,502546632.424104,1157.0
2170,5,1,1,2168832,2104624.0,502546628.445873,1225.0
2171,5,1,1,2248704,2187177.0,502546712.726843,1137.0
2172,5,1,1,2246656,2184898.0,502546710.731627,1057.0
2173,5,1,1,2244608,2182818.0,502546708.737232,1044.0
2174,5,1,1,2242560,2180809.0,502546706.242797,1055.0
2175,5,1,1,2240512,2178697.0,502546704.746451,1145.0
2176,5,1,1,2238464,2176379.0,502546702.252557,1209.0
2177,5,1,1,2236416,2174004.0,502546699.259779,1046.0
2178,5,1,1,2234368,2171918.0,502546697.26474,956.0
2179,5,1,1,2232320,2169871.0,502546695.768454,1099.0
2180,5,1,1,2230272,2167545.0,502546693.773382,1209.0
2181,5,1,1,2228224,2165152.0,502546691.279767,1140.0
2182,5,1,1,2226176,2162878.0,502546688.78573,1162.0
2183,5,1,1,2280448,2218629.0,502546745.147175,1058.0
2184,5,1,1,2278400,2216569.0,502546743.152131,946.0
2185,5,1,1,2276352,2214767.0,502546741.157524,909.0
2186,5,1,1,2274304,2212856.0,502546739.660694,1063.0
2187,5,1,1,2272256,2210756.0,502546737.166831,1073.0
2188,5,1,1,2270208,2208661.0,502546735.172338,1010.0
2189,5,1,1,2268160,2206672.0,502546733.675333,900.0
2190,5,1,1,2266112,2204817.0,502546731.680332,941.0
2191,5,1,1,2264064,2202999.0,502546729.68523,998.0
2192,5,1,1,2262016,2201031.0,502546727.690096,1000.0
2193,5,1,1,2259968,2198927.0,502546725.196079,938.0
2194,5,1,1,2257920,2196986.0,502546722.702218,1029.0
2195,5,1,1,2255872,2194815.0,502546720.707293,1119.0
2196,5,1,1,2253824,2192589.0,502546719.210711,1065.0
2197,5,1,1,2251776,2190551.0,502546716.71692,1116.0
2198,5,1,1,2249728,2188337.0,502546714.721819,1160.0
2199,5,1,1,2247680,2186040.0,502546711.729164,1142.0
2200,5,1,1,2245632,2183841.0,502546710.232974,1023.0
2201,5,1,1,2243584,2181774.0,502546707.240796,965.0
2202,5,1,1,2241536,2179754.0,502546705.24512,1057.0
2203,5,1,1,2239488,2177552.0,502546703.250618,1173.0
2204,5,1,1,2237440,2175170.0,502546700.25748,1166.0
2205,5,1,1,2235392,2172958.0,502546698.262367,1040.0
2206,5,1,1,2233344,2170962.0,502546696.766087,1091.0
2207,5,1,1,2231296,2168772.0,502546694.770811,1227.0
2208,5,1,1,2229248,2166336.0,502546691.778211,1184.0
2209,5,1,1,2227200,2164012.0,502546689.784464,1134.0
2210,5,1,1,2225152,2161716.0,502546687.788208,1170.0
2211,5,1,1,2224128,2160546.0,502546687.289303,1222.0
2212,5,1,1,2277376,2215623.0,502546742.155099,856.0
2213,5,1,1,2279424,2217571.0,502546744.149659,1002.0
2214,5,1,1,2273280,2211793.0,502546738.16497,1037.0
2215,5,1,1,2275328,2213858.0,502546740.159249,1002.0
2216,5,1,1,2269184,2207651.0,502546734.173985,979.0
2217,5,1,1,2271232,2209683.0,502546736.169138,1022.0
2218,5,1,1,2267136,2205772.0,502546732.678457,955.0
2219,5,1,1,2265088,2203876.0,502546730.68266,877.0
2220,5,1,1,2263040,2202001.0,502546728.688022,970.0
2221,5,1,1,2260992,2200031.0,502546726.692909,1104.0
2222,5,1,1,2258944,2197989.0,502546723.699787,1003.0
2223,5,1,1,2256896,2195957.0,502546721.704798,1142.0
2224,5,1,1,2254848,2193696.0,502546719.709563,1107.0
2225,5,1,1,2252800,2191524.0,502546717.715067,973.0
2226,5,1,1,2250752,2189435.0,502546715.719377,1098.0
