Z_PK,Z_ENT,Z_OPT,Z3RECRRINTERVALS,Z_FOK_3RECRRINTERVALS,ZABSVALUEPREV,ZTIMESTAMP,ZVALUE
3096,5,1,1,3169280,3087036.0,502547789.091313,1033.0
3097,5,1,1,3167232,3084918.0,502547787.095754,1102.0
3098,5,1,1,3165184,3082690.0,502547785.10108,1050.0
3099,5,1,1,3163136,3080475.0,502547783.604325,1059.0
3100,5,1,1,3161088,3078376.0,502547780.1131,984.0
3101,5,1,1,3159040,3076413.0,502547778.118122,1085.0
3102,5,1,1,3156992,3074240.0,502547776.122741,1208.0
3103,5,1,1,3154944,3071949.0,502547774.127743,1146.0
3104,5,1,1,3152896,3069716.0,502547771.634571,1232.0
3105,5,1,1,3150848,3067379.0,502547768.641134,1167.0
3106,5,1,1,3201024,3120906.0,502547825.501568,1156.0
3107,5,1,1,3198976,3118621.0,502547822.508764,1161.0
3108,5,1,1,3196928,3116284.0,502547819.515986,1181.0
3109,5,1,1,3194880,3113859.0,502547817.521,1144.0
3110,5,1,1,3192832,3111642.0,502547815.525784,1090.0
3111,5,1,1,3190784,3109529.0,502547813.530773,1041.0
3112,5,1,1,3188736,3107403.0,502547812.034556,1032.0
3113,5,1,1,3186688,3105284.0,502547808.542944,1124.0
3114,5,1,1,3184640,3103335.0,502547804.552828,826.0
3115,5,1,1,3182592,3101497.0,502547804.054262,1033.0
3116,5,1,1,3180544,3099479.0,502547801.560273,1106.0
3117,5,1,1,3178496,3097231.0,502547798.578761,990.0
3118,5,1,1,3176448,3095123.0,502547797.072398,1102.0
3119,5,1,1,3174400,3092878.0,502547795.076172,1159.0
3120,5,1,1,3172352,3090513.0,502547793.579805,1183.0
3121,5,1,1,3170304,3088164.0,502547790.088412,1128.0
3122,5,1,1,3168256,3086003.0,502547788.093442,1085.0
3123,5,1,1,3166208,3083816.0,502547786.098002,1126.0
3124,5,1,1,3164160,3081640.0,502547784.102957,1165.0
3125,5,1,1,3162112,3079416.0,502547781.110357,1040.0
3126,5,1,1,3238912,3157086.0,502547863.408303,1080.0
3127,5,1,1,3204096,3124194.0,502547827.995872,1066.0
3128,5,1,1,3252224,3170275.0,502547877.373985,1014.0
3129,5,1,1,3217408,3137083.0,502547843.956095,899.0
3130,5,1,1,3230720,3149115.0,502547855.427733,991.0
3131,5,1,1,3244032,3162272.0,502547868.39998,1026.0
3132,5,1,1,3209216,3129576.0,502547834.480266,952.0
3133,5,1,1,3257344,3174797.0,502547880.367157,925.0
3134,5,1,1,3222528,3141227.0,502547847.447633,787.0
3135,5,1,1,3235840,3153983.0,502547860.415414,897.0
3136,5,1,1,3202048,3121988.0,502547826.000173,1082.0
3137,5,1,1,3249152,3167341.0,502547873.38449,1028.0
3138,5,1,1,3214336,3134385.0,502547840.963535,889.0
3139,5,1,1,3262464,3179308.0,502547885.354391,944.0
3140,5,1,1,3227648,3146019.0,502547852.436086,1061.0
3141,5,1,1,3240960,3159262.0,502547865.902206,1030.0
3142,5,1,1,3206144,3126478.0,502547830.988495,1173.0
3143,5,1,1,3254272,3172141.0,502547878.371472,921.0
3144,5,1,1,3219456,3138833.0,502547844.454807,866.0
3145,5,1,1,3232768,3151118.0,502547857.423284,969.0
3146,5,1,1,3246080,3164331.0,502547870.391248,1039.0
3147,5,1,1,3211264,3131320.0,502547835.976103,830.0
3148,5,1,1,3259392,3176621.0,502547882.86063,837.0
3149,5,1,1,3224576,3142987.0,502547849.442623,869.0
3150,5,1,1,3237888,3156006.0,502547862.410552,1007.0
3151,5,1,1,3203072,3123128.0,502547826.997702,1140.0
3152,5,1,1,3251200,3169261.0,502547875.877764,925.0
3153,5,1,1,3216384,3136184.0,502547842.459759,892.0
3154,5,1,1,3229696,3148124.0,502547854.43035,1039.0
3155,5,1,1,3243008,3161246.0,502547867.398611,911.0
3156,5,1,1,3208192,3128624.0,502547832.983134,1086.0
3157,5,1,1,3256320,3173872.0,502547879.369107,835.0
3158,5,1,1,3221504,3140440.0,502547846.449944,772.0
3159,5,1,1,3234816,3153086.0,502547859.418144,994.0
3160,5,1,1,3248128,3166313.0,502547872.386361,1044.0
3161,5,1,1,3213312,3133496.0,502547839.96578,1059.0
3162,5,1,1,3226624,3144958.0,502547851.437582,941.0
3163,5,1,1,3261440,3178364.0,502547884.357537,913.0
3164,5,1,1,3239936,3158232.0,502547864.405964,1146.0
3165,5,1,1,3205120,3125305.0,502547829.990364,1111.0
3166,5,1,1,3253248,3171220.0,502547877.872903,945.0
3167,5,1,1,3218432,3137967.0,502547844.454787,884.0
3168,5,1,1,3231744,3150149.0,502547856.425518,1034.0
3169,5,1,1,3245056,3163292.0,502547869.394285,1020.0
3170,5,1,1,3210240,3130490.0,502547834.978149,914.0
3171,5,1,1,3258368,3175784.0,502547881.364064,987.0
3172,5,1,1,3223552,3142118.0,502547848.445757,891.0
3173,5,1,1,3236864,3154999.0,502547861.912132,1016.0
3174,5,1,1,3250176,3168336.0,502547874.381504,995.0
3175,5,1,1,3215360,3135292.0,502547841.462256,907.0
3176,5,1,1,3228672,3147085.0,502547853.433365,1066.0
3177,5,1,1,3241984,3160335.0,502547866.400908,1073.0
3178,5,1,1,3207168,3127538.0,502547831.986995,1060.0
3179,5,1,1,3255296,3173037.0,502547879.369089,896.0
3180,5,1,1,3220480,3139668.0,502547845.452522,835.0
3181,5,1,1,3233792,3152092.0,502547858.420512,974.0
3182,5,1,1,3247104,3165269.0,502547871.388684,938.0
3183,5,1,1,3212288,3132437.0,502547838.469861,1117.0
3184,5,1,1,3260416,3177451.0,502547883.359091,830.0
3185,5,1,1,3225600,3144017.0,502547850.440029,1030.0
3186,5,1,1,3315712,3231410.0,502547942.214585,1304.0
3187,5,1,1,3311616,3226432.0,502547937.227065,1198.0
3188,5,1,1,3307520,3221872.0,502547933.735666,1115.0
3189,5,1,1,3303424,3217430.0,502547926.253835,802.0
3190,5,1,1,3299328,3214131.0,502547922.762704,879.0
3191,5,1,1,3295232,3210661.0,502547918.778725,887.0
3192,5,1,1,3291136,3206801.0,502547916.279126,904.0
3193,5,1,1,3287040,3203199.0,502547912.288824,889.0
3194,5,1,1,3284992,3201494.0,502547910.293133,789.0
3195,5,1,1,3282944,3199858.0,502547909.295626,940.0
3196,5,1,1,3280896,3197881.0,502547905.305477,831.0
3197,5,1,1,3278848,3196200.0,502547903.310269,828.0
3198,5,1,1,3276800,3194397.0,502547901.315282,926.0
3199,5,1,1,3312640,3227606.0,502547939.22218,1174.0
3200,5,1,1,3308544,3222927.0,502547934.234345,1055.0
3201,5,1,1,3304448,3218630.0,502547930.244098,1200.0
3202,5,1,1,3300352,3214926.0,502547924.258946,795.0
3203,5,1,1,3296256,3211554.0,502547919.769948,893.0
3204,5,1,1,3292160,3207823.0,502547917.276029,1022.0
3205,5,1,1,3288064,3204000.0,502547913.285812,801.0
3206,5,1,1,3275776,3193471.0,502547900.318194,964.0
3207,5,1,1,3271680,3189256.0,502547895.329889,1054.0
3208,5,1,1,3267584,3184731.0,502547890.342046,1095.0
3209,5,1,1,3314688,3230106.0,502547941.716068,1171.0
3210,5,1,1,3273728,3191400.0,502547897.325556,1071.0
3211,5,1,1,3269632,3187038.0,502547893.835778,1103.0
3212,5,1,1,3265536,3182487.0,502547888.347152,1045.0
3213,5,1,1,3316736,3232680.0,502547944.210525,1270.0
3214,5,1,1,3310592,3225234.0,502547936.229328,1125.0
3215,5,1,1,3306496,3220757.0,502547932.239338,1018.0
3216,5,1,1,3302400,3216628.0,502547925.755239,817.0
3217,5,1,1,3298304,3213252.0,502547921.764822,800.0
3218,5,1,1,3294208,3209774.0,502547918.778709,952.0
3219,5,1,1,3290112,3205897.0,502547915.280892,974.0
3220,5,1,1,3286016,3202310.0,502547911.290791,816.0
3221,5,1,1,3283968,3200705.0,502547909.295643,847.0
3222,5,1,1,3281920,3198918.0,502547908.298804,1037.0
3223,5,1,1,3279872,3197050.0,502547904.307809,850.0
3224,5,1,1,3277824,3195372.0,502547902.312881,975.0
3225,5,1,1,3274752,3192507.0,502547898.821929,1107.0
3226,5,1,1,3270656,3188202.0,502547894.332388,1164.0
3227,5,1,1,3266560,3183636.0,502547889.843355,1149.0
3228,5,1,1,3317760,3233991.0,502547945.207265,1311.0
3229,5,1,1,3263488,3180360.0,502547886.351985,1052.0
3230,5,1,1,3313664,3228935.0,502547940.219515,1329.0
3231,5,1,1,3309568,3224109.0,502547935.231936,1182.0
3232,5,1,1,3305472,3219739.0,502547931.241659,1109.0
3233,5,1,1,3301376,3215811.0,502547925.755221,885.0
3234,5,1,1,3297280,3212452.0,502547920.767583,898.0
3235,5,1,1,3293184,3208822.0,502547918.772587,999.0
3236,5,1,1,3289088,3204923.0,502547914.782077,923.0
3237,5,1,1,3272704,3190329.0,502547896.328076,1073.0
3238,5,1,1,3268608,3185935.0,502547892.337375,1204.0
3239,5,1,1,3264512,3181442.0,502547887.34969,1082.0
3240,5,1,1,3355648,3270544.0,502547984.610261,960.0
3241,5,1,1,3320832,3237645.0,502547949.198229,1106.0
3242,5,1,1,3368960,3282969.0,502547996.082282,1084.0
3243,5,1,1,3334144,3249106.0,502547961.68441,915.0
3244,5,1,1,3347456,3262718.0,502547975.632589,1049.0
3245,5,1,1,3360768,3275183.0,502547988.600458,932.0
3246,5,1,1,3325952,3242067.0,502547955.183513,806.0
3247,5,1,1,3374080,3288228.0,502548003.065783,1237.0
3248,5,1,1,3339264,3254442.0,502547967.667924,1030.0
3249,5,1,1,3352576,3267664.0,502547981.119088,966.0
3250,5,1,1,3318784,3235232.0,502547946.204852,1241.0
3251,5,1,1,3365888,3279652.0,502547993.089987,992.0
3252,5,1,1,3331072,3246582.0,502547959.680639,819.0
3253,5,1,1,3344384,3259474.0,502547973.138517,1073.0
3254,5,1,1,3357696,3272368.0,502547986.106876,958.0
3255,5,1,1,3322880,3239510.0,502547951.192684,865.0
3256,5,1,1,3371008,3285004.0,502547998.077426,995.0
3257,5,1,1,3336192,3251285.0,502547963.682749,1086.0
3258,5,1,1,3349504,3264696.0,502547978.126942,980.0
3259,5,1,1,3362816,3276883.0,502547990.09705,810.0
3260,5,1,1,3328000,3243997.0,502547957.184216,966.0
3261,5,1,1,3376128,3290667.0,502548005.060237,1181.0
3262,5,1,1,3341312,3256367.0,502547969.66054,964.0
3263,5,1,1,3354624,3269584.0,502547983.114832,914.0
3264,5,1,1,3319808,3236539.0,502547948.698766,1307.0
3265,5,1,1,3367936,3281885.0,502547995.08457,1127.0
3266,5,1,1,3333120,3248191.0,502547960.683151,781.0
3267,5,1,1,3346432,3261669.0,502547974.634925,1095.0
3268,5,1,1,3359744,3274251.0,502547987.104905,926.0
3269,5,1,1,3324928,3241261.0,502547954.185392,854.0
3270,5,1,1,3373056,3286991.0,502548000.571173,946.0
3271,5,1,1,3338240,3253412.0,502547966.654822,1078.0
3272,5,1,1,3351552,3266698.0,502547980.620144,1068.0
3273,5,1,1,3364864,3278660.0,502547992.092148,954.0
3274,5,1,1,3330048,3245763.0,502547959.173068,852.0
3275,5,1,1,3343360,3258401.0,502547971.654759,1090.0
3276,5,1,1,3356672,3271410.0,502547985.109246,866.0
3277,5,1,1,3321856,3238645.0,502547950.195176,1000.0
3278,5,1,1,3369984,3284009.0,502547997.08052,1040.0
3279,5,1,1,3335168,3250199.0,502547962.684186,1093.0
3280,5,1,1,3348480,3263716.0,502547977.128845,998.0
3281,5,1,1,3361792,3276073.0,502547989.102786,890.0
3282,5,1,1,3326976,3243031.0,502547957.178219,964.0
3283,5,1,1,3375104,3289486.0,502548003.563792,1258.0
3284,5,1,1,3340288,3255403.0,502547968.64979,961.0
3285,5,1,1,3353600,3268670.0,502547982.116536,1006.0
3286,5,1,1,3366912,3280758.0,502547994.086849,1106.0
3287,5,1,1,3332096,3247410.0,502547960.683132,828.0
3288,5,1,1,3345408,3260574.0,502547974.136137,1100.0
3289,5,1,1,3358720,3273325.0,502547987.104888,957.0
3290,5,1,1,3323904,3240407.0,502547954.185374,897.0
3291,5,1,1,3372032,3286045.0,502547999.074801,1041.0
3292,5,1,1,3337216,3252334.0,502547966.155788,1049.0
3293,5,1,1,3350528,3265630.0,502547979.123889,934.0
3294,5,1,1,3363840,3277706.0,502547991.095227,823.0
3295,5,1,1,3329024,3244911.0,502547958.175571,914.0
3296,5,1,1,3377152,3291671.0,502548005.558843,1004.0
3297,5,1,1,3342336,3257311.0,502547969.660557,944.0
3298,5,1,1,3387392,3303381.0,502548018.0283,1188.0
3299,5,1,1,3385344,3301082.0,502548015.534938,1217.0
3300,5,1,1,3383296,3298684.0,502548012.54187,1229.0
3301,5,1,1,3381248,3296283.0,502548010.546591,1242.0
3302,5,1,1,3379200,3293895.0,502548007.554161,1138.0
3303,5,1,1,3378176,3292757.0,502548006.557205,1086.0
3304,5,1,1,3429376,3350169.0,502548065.412293,1167.0
3305,5,1,1,3427328,3347766.0,502548062.41899,1106.0
3306,5,1,1,3425280,3345510.0,502548061.920615,1171.0
3307,5,1,1,3423232,3343257.0,502548058.428869,1167.0
3308,5,1,1,3421184,3340995.0,502548055.436805,1199.0
3309,5,1,1,3419136,3338612.0,502548053.44107,1014.0
3310,5,1,1,3417088,3336519.0,502548051.446171,1029.0
3311,5,1,1,3415040,3334334.0,502548049.450924,1177.0
3312,5,1,1,3412992,3331922.0,502548046.458185,1148.0
3313,5,1,1,3410944,3329579.0,502548044.962196,1108.0
3314,5,1,1,3408896,3327315.0,502548042.468281,1248.0
3315,5,1,1,3406848,3324940.0,502548039.974386,1125.0
3316,5,1,1,3404800,3322766.0,502548038.478787,996.0
3317,5,1,1,3402752,3320724.0,502548034.986678,1206.0
3318,5,1,1,3400704,3318288.0,502548032.992065,1079.0
3319,5,1,1,3398656,3316136.0,502548030.497669,1075.0
3320,5,1,1,3396608,3313979.0,502548027.505625,1223.0
3321,5,1,1,3394560,3311609.0,502548025.509857,1232.0
3322,5,1,1,3392512,3309238.0,502548023.514817,1191.0
3323,5,1,1,3390464,3306902.0,502548021.021079,1175.0
3324,5,1,1,3388416,3304551.0,502548018.527134,1170.0
3325,5,1,1,3386368,3302193.0,502548016.531718,1111.0
3326,5,1,1,3384320,3299865.0,502548014.038385,1181.0
3327,5,1,1,3382272,3297455.0,502548011.544239,1172.0
3328,5,1,1,3380224,3295041.0,502548008.551724,1146.0
3329,5,1,1,3428352,3349002.0,502548063.417195,1236.0
3330,5,1,1,3426304,3346660.0,502548061.92708,1150.0
3331,5,1,1,3424256,3344339.0,502548059.427031,1082.0
3332,5,1,1,3422208,3342090.0,502548056.937463,1095.0
3333,5,1,1,3420160,3339796.0,502548054.438681,1184.0
3334,5,1,1,3418112,3337598.0,502548052.942335,1079.0
3335,5,1,1,3416064,3335490.0,502548050.448484,1156.0
3336,5,1,1,3414016,3333157.0,502548048.453413,1235.0
3337,5,1,1,3411968,3330774.0,502548045.460895,1195.0
3338,5,1,1,3409920,3328471.0,502548043.466389,1156.0
3339,5,1,1,3407872,3326067.0,502548040.972843,1127.0
3340,5,1,1,3405824,3323815.0,502548038.976817,1049.0
3341,5,1,1,3403776,3321770.0,502548036.98186,1046.0
3342,5,1,1,3401728,3319518.0,502548034.487841,1230.0
3343,5,1,1,3399680,3317209.0,502548031.994022,1073.0
3344,5,1,1,3397632,3315061.0,502548029.500037,1082.0
3345,5,1,1,3395584,3312756.0,502548026.507617,1147.0
3346,5,1,1,3393536,3310377.0,502548025.011518,1139.0
3347,5,1,1,3391488,3308047.0,502548021.519813,1145.0
3348,5,1,1,3389440,3305727.0,502548019.524516,1176.0
3349,5,1,1,3483648,3403467.0,502548124.267399,1078.0
3350,5,1,1,3481600,3401264.0,502548122.770836,1139.0
3351,5,1,1,3479552,3398968.0,502548120.277062,1241.0
3352,5,1,1,3477504,3396382.0,502548115.289304,1033.0
3353,5,1,1,3475456,3394374.0,502548113.295002,930.0
3354,5,1,1,3473408,3392379.0,502548111.299001,1044.0
3355,5,1,1,3471360,3390152.0,502548109.303897,1140.0
3356,5,1,1,3469312,3388099.0,502548105.313808,805.0
3357,5,1,1,3467264,3386393.0,502548104.327542,1027.0
3358,5,1,1,3465216,3384484.0,502548102.321144,948.0
3359,5,1,1,3463168,3382548.0,502548100.328899,1011.0
3360,5,1,1,3461120,3380482.0,502548095.338355,739.0
3361,5,1,1,3459072,3378979.0,502548093.35227,770.0
3362,5,1,1,3457024,3377440.0,502548092.346234,801.0
3363,5,1,1,3454976,3375784.0,502548090.351372,918.0
3364,5,1,1,3452928,3373992.0,502548088.449089,853.0
3365,5,1,1,3450880,3372266.0,502548087.856826,916.0
3366,5,1,1,3448832,3370526.0,502548085.36283,805.0
3367,5,1,1,3446784,3368884.0,502548083.86637,925.0
3368,5,1,1,3444736,3367022.0,502548081.372503,1061.0
3369,5,1,1,3442688,3364926.0,502548079.377329,1173.0
3370,5,1,1,3440640,3362518.0,502548077.383048,1282.0
3371,5,1,1,3438592,3360036.0,502548074.894852,1056.0
3372,5,1,1,3436544,3357896.0,502548072.893323,1164.0
3373,5,1,1,3434496,3355543.0,502548070.399581,1200.0
3374,5,1,1,3432448,3353255.0,502548068.404469,1046.0
3375,5,1,1,3484672,3404685.0,502548125.26534,1218.0
3376,5,1,1,3482624,3402389.0,502548123.269513,1125.0
3377,5,1,1,3480576,3400125.0,502548121.275111,1157.0
3378,5,1,1,3478528,3397727.0,502548118.780463,1345.0
3379,5,1,1,3476480,3395349.0,502548114.790656,975.0
3380,5,1,1,3474432,3393444.0,502548112.296574,1065.0
3381,5,1,1,3472384,3391335.0,502548110.301623,1183.0
3382,5,1,1,3470336,3389012.0,502548106.31178,913.0
3383,5,1,1,3468288,3387294.0,502548105.313791,901.0
3384,5,1,1,3466240,3385366.0,502548103.817529,882.0
3385,5,1,1,3464192,3383536.0,502548101.323968,988.0
3386,5,1,1,3462144,3381537.0,502548099.328391,1055.0
3387,5,1,1,3460096,3379743.0,502548094.340811,764.0
3388,5,1,1,3458048,3378209.0,502548093.352252,769.0
3389,5,1,1,3456000,3376639.0,502548091.348067,855.0
3390,5,1,1,3453952,3374866.0,502548089.353066,874.0
3391,5,1,1,3451904,3373139.0,502548088.44907,873.0
3392,5,1,1,3449856,3371350.0,502548086.360968,824.0
3393,5,1,1,3447808,3369721.0,502548084.365087,837.0
3394,5,1,1,3445760,3367959.0,502548082.869408,937.0
3395,5,1,1,3443712,3365961.0,502548080.375091,1035.0
3396,5,1,1,3441664,3363753.0,502548078.878769,1235.0
3397,5,1,1,3439616,3361236.0,502548076.384774,1200.0
3398,5,1,1,3437568,3358980.0,502548074.88869,1084.0
3399,5,1,1,3435520,3356732.0,502548071.397059,1189.0
3400,5,1,1,3433472,3354343.0,502548069.40198,1088.0
3401,5,1,1,3431424,3352209.0,502548067.406797,1029.0
3402,5,1,1,3430400,3351180.0,502548066.409321,1011.0
3403,5,1,1,3540992,3462732.0,502548185.617049,1031.0
3404,5,1,1,3538944,3460628.0,502548183.621496,944.0
3405,5,1,1,3536896,3458726.0,502548181.627251,1063.0
3406,5,1,1,3534848,3456530.0,502548178.648394,1191.0
3407,5,1,1,3532800,3454181.0,502548176.139829,972.0
3408,5,1,1,3530752,3452352.0,502548173.646574,925.0
3409,5,1,1,3528704,3450412.0,502548171.650661,1104.0
3410,5,1,1,3526656,3448268.0,502548169.670187,916.0
3411,5,1,1,3524608,3446433.0,502548168.159326,875.0
3412,5,1,1,3522560,3444666.0,502548166.164121,876.0
3413,5,1,1,3520512,3442945.0,502548165.666253,957.0
3414,5,1,1,3518464,3440995.0,502548163.172507,1064.0
3415,5,1,1,3516416,3438760.0,502548161.176527,1110.0
3416,5,1,1,3514368,3436480.0,502548158.183559,1118.0
3417,5,1,1,3512320,3434268.0,502548156.189234,1047.0
3418,5,1,1,3510272,3432204.0,502548154.193562,963.0
3419,5,1,1,3508224,3430127.0,502548152.198725,1154.0
3420,5,1,1,3506176,3427825.0,502548150.203497,1015.0
3421,5,1,1,3504128,3425580.0,502548147.210898,1195.0
3422,5,1,1,3502080,3423260.0,502548145.714358,1186.0
3423,5,1,1,3500032,3420909.0,502548143.22069,1193.0
3424,5,1,1,3497984,3418674.0,502548139.230412,895.0
3425,5,1,1,3495936,3416750.0,502548137.236036,1000.0
3426,5,1,1,3493888,3414710.0,502548134.741425,1009.0
3427,5,1,1,3491840,3412584.0,502548133.245115,1113.0
3428,5,1,1,3489792,3410385.0,502548130.751406,1099.0
3429,5,1,1,3487744,3408129.0,502548129.254808,1143.0
3430,5,1,1,3539968,3461701.0,502548184.619031,1073.0
3431,5,1,1,3537920,3459684.0,502548183.123575,958.0
3432,5,1,1,3535872,3457663.0,502548180.628634,1133.0
3433,5,1,1,3533824,3455339.0,502548177.636702,1158.0
3434,5,1,1,3531776,3453209.0,502548174.661258,857.0
3435,5,1,1,3529728,3451427.0,502548172.668864,1015.0
3436,5,1,1,3527680,3449308.0,502548171.152176,1040.0
3437,5,1,1,3525632,3447352.0,502548169.656,919.0
3438,5,1,1,3523584,3445558.0,502548167.162537,892.0
3439,5,1,1,3521536,3443790.0,502548166.164101,845.0
3440,5,1,1,3519488,3441988.0,502548164.16914,993.0
3441,5,1,1,3517440,3439931.0,502548162.672989,1171.0
3442,5,1,1,3515392,3437650.0,502548159.683037,1170.0
3443,5,1,1,3513344,3435362.0,502548157.186312,1094.0
3444,5,1,1,3511296,3433221.0,502548155.191225,1017.0
3445,5,1,1,3509248,3431241.0,502548153.196088,1114.0
3446,5,1,1,3507200,3428973.0,502548151.200994,1148.0
3447,5,1,1,3505152,3426810.0,502548149.704708,1230.0
3448,5,1,1,3503104,3424385.0,502548146.213291,1125.0
3449,5,1,1,3501056,3422074.0,502548144.218296,1165.0
3450,5,1,1,3499008,3419716.0,502548141.724446,1042.0
3451,5,1,1,3496960,3417779.0,502548138.731944,1029.0
3452,5,1,1,3494912,3415750.0,502548136.23786,1040.0
3453,5,1,1,3492864,3413701.0,502548133.743848,1117.0
3454,5,1,1,3490816,3411471.0,502548131.753774,1086.0
3455,5,1,1,3488768,3409286.0,502548129.753666,1157.0
3456,5,1,1,3486720,3406986.0,502548127.758566,1181.0
3457,5,1,1,3485696,3405805.0,502548126.262416,1120.0
3458,5,1,1,3586048,3508357.0,502548230.50685,998.0
3459,5,1,1,3588096,3510355.0,502548232.501433,1043.0
3460,5,1,1,3581952,3504514.0,502548227.514185,977.0
3461,5,1,1,3584000,3506482.0,502548228.511241,1021.0
3462,5,1,1,3577856,3500514.0,502548223.523473,1063.0
3463,5,1,1,3579904,3502564.0,502548225.518536,1009.0
3464,5,1,1,3573760,3496287.0,502548218.535594,1177.0
3465,5,1,1,3575808,3498369.0,502548220.530952,993.0
3466,5,1,1,3569664,3491943.0,502548215.044221,1124.0
3467,5,1,1,3571712,3493957.0,502548216.540623,980.0
3468,5,1,1,3565568,3487794.0,502548211.05412,1076.0
3469,5,1,1,3567616,3489845.0,502548212.550279,965.0
3470,5,1,1,3561472,3483729.0,502548207.06388,882.0
3471,5,1,1,3563520,3485615.0,502548208.56006,920.0
3472,5,1,1,3559424,3481925.0,502548205.567409,961.0
3473,5,1,1,3557376,3479988.0,502548203.073657,963.0
3474,5,1,1,3555328,3477948.0,502548201.577355,1146.0
3475,5,1,1,3553280,3475841.0,502548199.083493,848.0
3476,5,1,1,3551232,3473954.0,502548198.086166,1091.0
3477,5,1,1,3549184,3471650.0,502548195.093886,1190.0
3478,5,1,1,3547136,3469467.0,502548192.101157,1158.0
3479,5,1,1,3545088,3467260.0,502548190.604321,1090.0
3480,5,1,1,3543040,3465005.0,502548188.110966,1186.0
3481,5,1,1,3542016,3463819.0,502548187.112817,1087.0
3482,5,1,1,3599360,3521084.0,502548245.469991,1071.0
3483,5,1,1,3597312,3518880.0,502548244.472107,1108.0
3484,5,1,1,3595264,3516850.0,502548239.982866,879.0
3485,5,1,1,3593216,3515058.0,502548237.988424,866.0
3486,5,1,1,3591168,3513260.0,502548236.491331,980.0
3487,5,1,1,3589120,3511303.0,502548233.997708,948.0
3488,5,1,1,3587072,3509312.0,502548231.504388,955.0
3489,5,1,1,3585024,3507359.0,502548229.508723,877.0
3490,5,1,1,3582976,3505461.0,502548227.514202,947.0
3491,5,1,1,3580928,3503537.0,502548226.516103,973.0
3492,5,1,1,3578880,3501555.0,502548224.521911,1041.0
3493,5,1,1,3576832,3499451.0,502548222.027002,1082.0
3494,5,1,1,3574784,3497376.0,502548219.533291,1089.0
3495,5,1,1,3572736,3495110.0,502548217.538027,1153.0
3496,5,1,1,3570688,3492977.0,502548215.542987,1034.0
3497,5,1,1,3568640,3490819.0,502548213.547971,974.0
3498,5,1,1,3566592,3488880.0,502548211.552792,1086.0
3499,5,1,1,3564544,3486718.0,502548209.558281,1103.0
3500,5,1,1,3562496,3484695.0,502548208.061538,966.0
3501,5,1,1,3560448,3482847.0,502548206.066215,922.0
3502,5,1,1,3558400,3480964.0,502548204.07127,976.0
3503,5,1,1,3556352,3479025.0,502548202.076447,1077.0
3504,5,1,1,3554304,3476802.0,502548200.080834,961.0
3505,5,1,1,3552256,3474993.0,502548198.092444,1039.0
3506,5,1,1,3550208,3472863.0,502548196.091669,1213.0
3507,5,1,1,3548160,3470460.0,502548193.596851,993.0
3508,5,1,1,3546112,3468309.0,502548191.102923,1049.0
3509,5,1,1,3544064,3466170.0,502548189.107779,1165.0
3510,5,1,1,3598336,3520013.0,502548244.486094,1133.0
3511,5,1,1,3594240,3515971.0,502548238.98538,913.0
3512,5,1,1,3596288,3517772.0,502548240.980456,922.0
3513,5,1,1,3590144,3512280.0,502548234.99589,977.0
3514,5,1,1,3592192,3514192.0,502548236.990296,932.0
3515,5,1,1,3651584,3574961.0,502548303.32715,1013.0
3516,5,1,1,3647488,3570843.0,502548298.838129,917.0
3517,5,1,1,3653632,3576926.0,502548305.322911,936.0
3518,5,1,1,3643392,3567178.0,502548293.850531,855.0
3519,5,1,1,3649536,3572982.0,502548301.331913,1083.0
3520,5,1,1,3639296,3563931.0,502548290.359722,831.0
3521,5,1,1,3645440,3568986.0,502548296.843271,951.0
3522,5,1,1,3635200,3560278.0,502548286.369476,954.0
3523,5,1,1,3641344,3565463.0,502548291.356649,769.0
3524,5,1,1,3631104,3556908.0,502548283.875662,928.0
3525,5,1,1,3637248,3562210.0,502548288.862388,949.0
3526,5,1,1,3627008,3552338.0,502548278.388411,1231.0
3527,5,1,1,3633152,3558472.0,502548284.37375,745.0
3528,5,1,1,3622912,3548050.0,502548272.403219,1147.0
3529,5,1,1,3629056,3554857.0,502548280.38422,1230.0
3530,5,1,1,3618816,3543670.0,502548268.412935,974.0
3531,5,1,1,3624960,3550053.0,502548274.398125,1034.0
3532,5,1,1,3614720,3539315.0,502548264.423421,1240.0
3533,5,1,1,3620864,3545732.0,502548270.408994,1092.0
3534,5,1,1,3610624,3534471.0,502548259.435263,1257.0
3535,5,1,1,3616768,3541610.0,502548266.417818,1141.0
3536,5,1,1,3606528,3529560.0,502548254.44725,1193.0
3537,5,1,1,3612672,3536876.0,502548261.429962,1203.0
3538,5,1,1,3602432,3524817.0,502548249.459521,1400.0
3539,5,1,1,3608576,3531964.0,502548256.442425,1291.0
3540,5,1,1,3604480,3527247.0,502548252.452237,1116.0
3541,5,1,1,3652608,3575990.0,502548304.324769,1029.0
3542,5,1,1,3650560,3573948.0,502548302.329529,966.0
3543,5,1,1,3648512,3571899.0,502548300.833067,1056.0
3544,5,1,1,3646464,3569926.0,502548297.341721,940.0
3545,5,1,1,3644416,3568035.0,502548294.349001,857.0
3546,5,1,1,3642368,3566323.0,502548292.852867,860.0
3547,5,1,1,3640320,3564694.0,502548290.359745,763.0
3548,5,1,1,3638272,3563100.0,502548289.361411,890.0
3549,5,1,1,3636224,3561261.0,502548287.366462,983.0
